zoom, tile_column, tile_row, layer_name, layer_count, total_features
4, 11, 7, transportation, 4, 17
4, 11, 7, landuse, 13, 17
5, 22, 14, place, 2, 28
5, 22, 14, transportation, 12, 28
5, 22, 14, landuse, 14, 28
6, 44, 28, transportation, 1, 10
6, 44, 28, landuse, 3, 10
6, 44, 28, landcover, 6, 10
6, 45, 28, place, 2, 74
6, 45, 28, transportation, 13, 74
6, 45, 28, water, 4, 74
6, 45, 28, landuse, 13, 74
6, 45, 28, landcover, 42, 74
7, 89, 57, transportation, 2, 12
7, 89, 57, water, 1, 12
7, 89, 57, landuse, 3, 12
7, 89, 57, landcover, 6, 12
7, 90, 57, place, 819, 956
7, 90, 57, transportation, 24, 956
7, 90, 57, water, 15, 956
7, 90, 57, landuse, 15, 956
7, 90, 57, landcover, 83, 956
8, 179, 115, boundary, 2, 2
8, 179, 114, boundary, 2, 21
8, 179, 114, waterway, 5, 21
8, 179, 114, transportation, 2, 21
8, 179, 114, transportation_name, 1, 21
8, 179, 114, water, 2, 21
8, 179, 114, landuse, 3, 21
8, 179, 114, landcover, 6, 21
8, 180, 115, boundary, 3, 6
8, 180, 115, waterway, 1, 6
8, 180, 115, landuse, 1, 6
8, 180, 115, landcover, 1, 6
8, 180, 114, place, 818, 1471
8, 180, 114, boundary, 5, 1471
8, 180, 114, waterway, 35, 1471
8, 180, 114, transportation, 27, 1471
8, 180, 114, transportation_name, 173, 1471
8, 180, 114, water, 42, 1471
8, 180, 114, landuse, 190, 1471
8, 180, 114, landcover, 181, 1471
8, 181, 115, boundary, 2, 2
8, 181, 114, place, 1, 19
8, 181, 114, boundary, 3, 19
8, 181, 114, waterway, 4, 19
8, 181, 114, transportation, 3, 19
8, 181, 114, transportation_name, 4, 19
8, 181, 114, water, 2, 19
8, 181, 114, landuse, 1, 19
8, 181, 114, landcover, 1, 19
9, 359, 230, boundary, 2, 2
9, 359, 229, boundary, 2, 11
9, 359, 229, waterway, 2, 11
9, 359, 229, transportation, 1, 11
9, 359, 229, water, 2, 11
9, 359, 229, landcover, 4, 11
9, 359, 228, boundary, 1, 10
9, 359, 228, waterway, 3, 10
9, 359, 228, transportation, 1, 10
9, 359, 228, transportation_name, 1, 10
9, 359, 228, water, 1, 10
9, 359, 228, landcover, 3, 10
9, 360, 230, boundary, 3, 4
9, 360, 230, waterway, 1, 4
9, 360, 229, place, 381, 846
9, 360, 229, boundary, 4, 846
9, 360, 229, waterway, 17, 846
9, 360, 229, transportation, 33, 846
9, 360, 229, transportation_name, 32, 846
9, 360, 229, water, 39, 846
9, 360, 229, landuse, 214, 846
9, 360, 229, landcover, 126, 846
9, 360, 228, place, 139, 425
9, 360, 228, boundary, 2, 425
9, 360, 228, waterway, 13, 425
9, 360, 228, transportation, 37, 425
9, 360, 228, transportation_name, 42, 425
9, 360, 228, water, 27, 425
9, 360, 228, landuse, 108, 425
9, 360, 228, landcover, 57, 425
9, 361, 230, boundary, 1, 2
9, 361, 230, landcover, 1, 2
9, 361, 229, place, 228, 773
9, 361, 229, boundary, 3, 773
9, 361, 229, waterway, 14, 773
9, 361, 229, transportation, 39, 773
9, 361, 229, transportation_name, 115, 773
9, 361, 229, water, 42, 773
9, 361, 229, landuse, 222, 773
9, 361, 229, landcover, 110, 773
9, 361, 228, place, 70, 260
9, 361, 228, boundary, 2, 260
9, 361, 228, waterway, 9, 260
9, 361, 228, transportation, 15, 260
9, 361, 228, transportation_name, 11, 260
9, 361, 228, water, 23, 260
9, 361, 228, landuse, 104, 260
9, 361, 228, landcover, 26, 260
9, 362, 230, boundary, 2, 2
9, 362, 229, boundary, 3, 17
9, 362, 229, waterway, 4, 17
9, 362, 229, transportation, 4, 17
9, 362, 229, transportation_name, 3, 17
9, 362, 229, water, 2, 17
9, 362, 229, landcover, 1, 17
9, 362, 228, place, 1, 6
9, 362, 228, boundary, 1, 6
9, 362, 228, transportation, 3, 6
9, 362, 228, transportation_name, 1, 6
10, 719, 460, boundary, 2, 2
10, 719, 459, boundary, 2, 7
10, 719, 459, waterway, 1, 7
10, 719, 459, transportation, 1, 7
10, 719, 459, water, 1, 7
10, 719, 459, landcover, 2, 7
10, 719, 458, boundary, 1, 7
10, 719, 458, waterway, 1, 7
10, 719, 458, transportation, 1, 7
10, 719, 458, water, 1, 7
10, 719, 458, landcover, 3, 7
10, 719, 457, boundary, 1, 9
10, 719, 457, waterway, 2, 9
10, 719, 457, transportation, 1, 9
10, 719, 457, transportation_name, 1, 9
10, 719, 457, water, 1, 9
10, 719, 457, landcover, 3, 9
10, 719, 456, waterway, 1, 1
10, 720, 460, boundary, 2, 3
10, 720, 460, waterway, 1, 3
10, 720, 459, place, 53, 199
10, 720, 459, boundary, 3, 199
10, 720, 459, waterway, 3, 199
10, 720, 459, transportation, 11, 199
10, 720, 459, transportation_name, 8, 199
10, 720, 459, water, 28, 199
10, 720, 459, landuse, 69, 199
10, 720, 459, landcover, 24, 199
10, 720, 458, place, 63, 177
10, 720, 458, boundary, 2, 177
10, 720, 458, waterway, 3, 177
10, 720, 458, transportation, 10, 177
10, 720, 458, transportation_name, 3, 177
10, 720, 458, water, 29, 177
10, 720, 458, aerodrome_label, 1, 177
10, 720, 458, landuse, 42, 177
10, 720, 458, landcover, 24, 177
10, 720, 457, place, 52, 227
10, 720, 457, boundary, 2, 227
10, 720, 457, waterway, 7, 227
10, 720, 457, transportation, 28, 227
10, 720, 457, transportation_name, 21, 227
10, 720, 457, water, 32, 227
10, 720, 457, landuse, 57, 227
10, 720, 457, landcover, 28, 227
10, 720, 456, boundary, 1, 15
10, 720, 456, waterway, 1, 15
10, 720, 456, transportation, 4, 15
10, 720, 456, transportation_name, 1, 15
10, 720, 456, water, 5, 15
10, 720, 456, landcover, 3, 15
10, 721, 460, boundary, 3, 4
10, 721, 460, waterway, 1, 4
10, 721, 459, place, 86, 239
10, 721, 459, boundary, 3, 239
10, 721, 459, waterway, 5, 239
10, 721, 459, transportation, 5, 239
10, 721, 459, transportation_name, 3, 239
10, 721, 459, water, 15, 239
10, 721, 459, landuse, 60, 239
10, 721, 459, landcover, 62, 239
10, 721, 458, place, 179, 637
10, 721, 458, boundary, 2, 637
10, 721, 458, waterway, 9, 637
10, 721, 458, transportation, 31, 637
10, 721, 458, transportation_name, 23, 637
10, 721, 458, water, 45, 637
10, 721, 458, aerodrome_label, 1, 637
10, 721, 458, landuse, 281, 637
10, 721, 458, landcover, 66, 637
10, 721, 457, place, 87, 351
10, 721, 457, boundary, 2, 351
10, 721, 457, waterway, 6, 351
10, 721, 457, transportation, 23, 351
10, 721, 457, transportation_name, 24, 351
10, 721, 457, water, 28, 351
10, 721, 457, landuse, 116, 351
10, 721, 457, landcover, 65, 351
10, 721, 456, boundary, 2, 15
10, 721, 456, waterway, 3, 15
10, 721, 456, transportation, 1, 15
10, 721, 456, water, 3, 15
10, 721, 456, landuse, 1, 15
10, 721, 456, landcover, 5, 15
10, 722, 460, boundary, 1, 2
10, 722, 460, landcover, 1, 2
10, 722, 459, place, 56, 213
10, 722, 459, boundary, 2, 213
10, 722, 459, waterway, 6, 213
10, 722, 459, transportation, 17, 213
10, 722, 459, transportation_name, 12, 213
10, 722, 459, water, 31, 213
10, 722, 459, landuse, 39, 213
10, 722, 459, landcover, 50, 213
10, 722, 458, place, 117, 571
10, 722, 458, boundary, 1, 571
10, 722, 458, waterway, 9, 571
10, 722, 458, transportation, 40, 571
10, 722, 458, transportation_name, 96, 571
10, 722, 458, water, 32, 571
10, 722, 458, aerodrome_label, 2, 571
10, 722, 458, landuse, 181, 571
10, 722, 458, landcover, 93, 571
10, 722, 457, place, 31, 196
10, 722, 457, boundary, 1, 196
10, 722, 457, waterway, 8, 196
10, 722, 457, transportation, 13, 196
10, 722, 457, transportation_name, 8, 196
10, 722, 457, water, 33, 196
10, 722, 457, landuse, 78, 196
10, 722, 457, landcover, 24, 196
10, 722, 456, boundary, 2, 11
10, 722, 456, waterway, 3, 11
10, 722, 456, transportation, 2, 11
10, 722, 456, transportation_name, 1, 11
10, 722, 456, water, 2, 11
10, 722, 456, landcover, 1, 11
10, 723, 460, boundary, 1, 1
10, 723, 459, place, 17, 149
10, 723, 459, boundary, 2, 149
10, 723, 459, waterway, 3, 149
10, 723, 459, transportation, 11, 149
10, 723, 459, transportation_name, 10, 149
10, 723, 459, water, 15, 149
10, 723, 459, landuse, 80, 149
10, 723, 459, landcover, 11, 149
10, 723, 458, place, 38, 166
10, 723, 458, boundary, 2, 166
10, 723, 458, waterway, 3, 166
10, 723, 458, transportation, 13, 166
10, 723, 458, transportation_name, 10, 166
10, 723, 458, water, 24, 166
10, 723, 458, landuse, 44, 166
10, 723, 458, landcover, 32, 166
10, 723, 457, place, 38, 180
10, 723, 457, boundary, 2, 180
10, 723, 457, waterway, 3, 180
10, 723, 457, transportation, 11, 180
10, 723, 457, transportation_name, 5, 180
10, 723, 457, water, 24, 180
10, 723, 457, landuse, 84, 180
10, 723, 457, landcover, 13, 180
10, 723, 456, place, 1, 10
10, 723, 456, boundary, 2, 10
10, 723, 456, waterway, 1, 10
10, 723, 456, transportation, 4, 10
10, 723, 456, transportation_name, 1, 10
10, 723, 456, water, 1, 10
10, 724, 460, boundary, 2, 2
10, 724, 459, boundary, 2, 7
10, 724, 459, waterway, 2, 7
10, 724, 459, transportation, 2, 7
10, 724, 459, transportation_name, 1, 7
10, 724, 458, boundary, 2, 13
10, 724, 458, waterway, 2, 13
10, 724, 458, transportation, 4, 13
10, 724, 458, transportation_name, 2, 13
10, 724, 458, water, 2, 13
10, 724, 458, landcover, 1, 13
10, 724, 457, place, 1, 6
10, 724, 457, boundary, 1, 6
10, 724, 457, transportation, 3, 6
10, 724, 457, transportation_name, 1, 6
10, 724, 456, boundary, 1, 3
10, 724, 456, transportation, 1, 3
10, 724, 456, transportation_name, 1, 3
11, 1439, 920, boundary, 2, 2
11, 1439, 919, boundary, 2, 6
11, 1439, 919, waterway, 1, 6
11, 1439, 919, transportation, 1, 6
11, 1439, 919, water, 1, 6
11, 1439, 919, landcover, 1, 6
11, 1439, 918, boundary, 1, 3
11, 1439, 918, landcover, 2, 3
11, 1439, 917, boundary, 1, 7
11, 1439, 917, waterway, 1, 7
11, 1439, 917, transportation, 2, 7
11, 1439, 917, water, 1, 7
11, 1439, 917, landcover, 2, 7
11, 1439, 916, boundary, 1, 4
11, 1439, 916, waterway, 1, 4
11, 1439, 916, landcover, 2, 4
11, 1439, 915, boundary, 1, 8
11, 1439, 915, waterway, 2, 8
11, 1439, 915, transportation, 1, 8
11, 1439, 915, transportation_name, 1, 8
11, 1439, 915, landcover, 3, 8
11, 1439, 914, waterway, 2, 4
11, 1439, 914, water, 1, 4
11, 1439, 914, landcover, 1, 4
11, 1439, 912, waterway, 1, 1
11, 1440, 920, boundary, 1, 1
11, 1440, 919, place, 1, 25
11, 1440, 919, boundary, 2, 25
11, 1440, 919, waterway, 2, 25
11, 1440, 919, transportation, 5, 25
11, 1440, 919, transportation_name, 1, 25
11, 1440, 919, water, 4, 25
11, 1440, 919, landuse, 5, 25
11, 1440, 919, landcover, 5, 25
11, 1440, 918, place, 14, 89
11, 1440, 918, boundary, 1, 89
11, 1440, 918, waterway, 1, 89
11, 1440, 918, transportation, 11, 89
11, 1440, 918, transportation_name, 4, 89
11, 1440, 918, water, 19, 89
11, 1440, 918, landuse, 30, 89
11, 1440, 918, landcover, 9, 89
11, 1440, 917, place, 17, 60
11, 1440, 917, boundary, 1, 60
11, 1440, 917, waterway, 1, 60
11, 1440, 917, transportation, 10, 60
11, 1440, 917, transportation_name, 1, 60
11, 1440, 917, water, 11, 60
11, 1440, 917, landuse, 10, 60
11, 1440, 917, landcover, 9, 60
11, 1440, 916, place, 14, 65
11, 1440, 916, boundary, 1, 65
11, 1440, 916, waterway, 1, 65
11, 1440, 916, transportation, 6, 65
11, 1440, 916, transportation_name, 2, 65
11, 1440, 916, water, 11, 65
11, 1440, 916, landuse, 22, 65
11, 1440, 916, landcover, 4, 65
11, 1440, 916, mountain_peak, 4, 65
11, 1440, 915, place, 13, 76
11, 1440, 915, boundary, 1, 76
11, 1440, 915, waterway, 3, 76
11, 1440, 915, transportation, 9, 76
11, 1440, 915, transportation_name, 8, 76
11, 1440, 915, water, 10, 76
11, 1440, 915, landuse, 25, 76
11, 1440, 915, landcover, 6, 76
11, 1440, 915, mountain_peak, 1, 76
11, 1440, 914, place, 8, 128
11, 1440, 914, boundary, 1, 128
11, 1440, 914, waterway, 1, 128
11, 1440, 914, transportation, 23, 128
11, 1440, 914, transportation_name, 8, 128
11, 1440, 914, water, 13, 128
11, 1440, 914, landuse, 63, 128
11, 1440, 914, landcover, 6, 128
11, 1440, 914, mountain_peak, 5, 128
11, 1440, 913, waterway, 1, 3
11, 1440, 913, transportation, 1, 3
11, 1440, 913, landuse, 1, 3
11, 1440, 912, waterway, 1, 1
11, 1441, 920, boundary, 2, 3
11, 1441, 920, waterway, 1, 3
11, 1441, 919, place, 16, 80
11, 1441, 919, boundary, 2, 80
11, 1441, 919, waterway, 3, 80
11, 1441, 919, transportation, 13, 80
11, 1441, 919, transportation_name, 6, 80
11, 1441, 919, water, 14, 80
11, 1441, 919, landuse, 19, 80
11, 1441, 919, landcover, 7, 80
11, 1441, 918, place, 22, 109
11, 1441, 918, boundary, 2, 109
11, 1441, 918, waterway, 2, 109
11, 1441, 918, transportation, 10, 109
11, 1441, 918, transportation_name, 3, 109
11, 1441, 918, water, 16, 109
11, 1441, 918, landuse, 31, 109
11, 1441, 918, landcover, 16, 109
11, 1441, 918, mountain_peak, 7, 109
11, 1441, 917, place, 22, 76
11, 1441, 917, boundary, 2, 76
11, 1441, 917, waterway, 2, 76
11, 1441, 917, transportation, 10, 76
11, 1441, 917, transportation_name, 1, 76
11, 1441, 917, water, 11, 76
11, 1441, 917, landuse, 19, 76
11, 1441, 917, landcover, 7, 76
11, 1441, 917, mountain_peak, 2, 76
11, 1441, 916, place, 10, 65
11, 1441, 916, boundary, 2, 65
11, 1441, 916, transportation, 6, 65
11, 1441, 916, transportation_name, 1, 65
11, 1441, 916, water, 11, 65
11, 1441, 916, aeroway, 5, 65
11, 1441, 916, aerodrome_label, 1, 65
11, 1441, 916, landuse, 8, 65
11, 1441, 916, landcover, 13, 65
11, 1441, 916, mountain_peak, 8, 65
11, 1441, 915, place, 11, 161
11, 1441, 915, boundary, 2, 161
11, 1441, 915, waterway, 4, 161
11, 1441, 915, transportation, 33, 161
11, 1441, 915, transportation_name, 17, 161
11, 1441, 915, water, 17, 161
11, 1441, 915, aeroway, 2, 161
11, 1441, 915, landuse, 47, 161
11, 1441, 915, landcover, 19, 161
11, 1441, 915, mountain_peak, 9, 161
11, 1441, 914, place, 20, 98
11, 1441, 914, boundary, 2, 98
11, 1441, 914, waterway, 1, 98
11, 1441, 914, transportation, 20, 98
11, 1441, 914, transportation_name, 5, 98
11, 1441, 914, water, 14, 98
11, 1441, 914, park, 1, 98
11, 1441, 914, landuse, 23, 98
11, 1441, 914, landcover, 8, 98
11, 1441, 914, mountain_peak, 4, 98
11, 1441, 913, boundary, 1, 17
11, 1441, 913, waterway, 1, 17
11, 1441, 913, transportation, 5, 17
11, 1441, 913, transportation_name, 1, 17
11, 1441, 913, water, 5, 17
11, 1441, 913, park, 1, 17
11, 1441, 913, landcover, 3, 17
11, 1442, 920, boundary, 3, 4
11, 1442, 920, waterway, 1, 4
11, 1442, 919, place, 13, 91
11, 1442, 919, boundary, 3, 91
11, 1442, 919, waterway, 2, 91
11, 1442, 919, transportation, 7, 91
11, 1442, 919, transportation_name, 2, 91
11, 1442, 919, water, 4, 91
11, 1442, 919, landuse, 32, 91
11, 1442, 919, landcover, 25, 91
11, 1442, 919, mountain_peak, 3, 91
11, 1442, 918, place, 41, 106
11, 1442, 918, boundary, 2, 106
11, 1442, 918, waterway, 3, 106
11, 1442, 918, transportation, 4, 106
11, 1442, 918, water, 11, 106
11, 1442, 918, aeroway, 1, 106
11, 1442, 918, landuse, 23, 106
11, 1442, 918, landcover, 18, 106
11, 1442, 918, mountain_peak, 3, 106
11, 1442, 917, place, 29, 90
11, 1442, 917, boundary, 2, 90
11, 1442, 917, waterway, 1, 90
11, 1442, 917, transportation, 6, 90
11, 1442, 917, transportation_name, 1, 90
11, 1442, 917, water, 12, 90
11, 1442, 917, aeroway, 2, 90
11, 1442, 917, landuse, 24, 90
11, 1442, 917, landcover, 13, 90
11, 1442, 916, place, 24, 106
11, 1442, 916, boundary, 2, 106
11, 1442, 916, waterway, 3, 106
11, 1442, 916, transportation, 7, 106
11, 1442, 916, transportation_name, 3, 106
11, 1442, 916, water, 23, 106
11, 1442, 916, aeroway, 1, 106
11, 1442, 916, landuse, 32, 106
11, 1442, 916, landcover, 9, 106
11, 1442, 916, mountain_peak, 2, 106
11, 1442, 915, place, 15, 149
11, 1442, 915, boundary, 2, 149
11, 1442, 915, waterway, 3, 149
11, 1442, 915, transportation, 20, 149
11, 1442, 915, transportation_name, 14, 149
11, 1442, 915, water, 14, 149
11, 1442, 915, landuse, 54, 149
11, 1442, 915, landcover, 24, 149
11, 1442, 915, mountain_peak, 3, 149
11, 1442, 914, place, 40, 107
11, 1442, 914, boundary, 2, 107
11, 1442, 914, waterway, 1, 107
11, 1442, 914, transportation, 3, 107
11, 1442, 914, water, 8, 107
11, 1442, 914, park, 1, 107
11, 1442, 914, landuse, 28, 107
11, 1442, 914, landcover, 23, 107
11, 1442, 914, mountain_peak, 1, 107
11, 1442, 913, boundary, 2, 10
11, 1442, 913, waterway, 2, 10
11, 1442, 913, transportation, 1, 10
11, 1442, 913, water, 1, 10
11, 1442, 913, park, 1, 10
11, 1442, 913, landuse, 1, 10
11, 1442, 913, landcover, 2, 10
11, 1442, 912, boundary, 1, 2
11, 1442, 912, park, 1, 2
11, 1443, 920, boundary, 1, 1
11, 1443, 919, place, 2, 42
11, 1443, 919, boundary, 3, 42
11, 1443, 919, waterway, 1, 42
11, 1443, 919, transportation, 5, 42
11, 1443, 919, transportation_name, 3, 42
11, 1443, 919, water, 5, 42
11, 1443, 919, landuse, 3, 42
11, 1443, 919, landcover, 20, 42
11, 1443, 918, place, 30, 94
11, 1443, 918, boundary, 2, 94
11, 1443, 918, waterway, 3, 94
11, 1443, 918, transportation, 6, 94
11, 1443, 918, water, 7, 94
11, 1443, 918, landuse, 26, 94
11, 1443, 918, landcover, 18, 94
11, 1443, 918, mountain_peak, 2, 94
11, 1443, 917, place, 39, 160
11, 1443, 917, boundary, 1, 160
11, 1443, 917, waterway, 3, 160
11, 1443, 917, transportation, 17, 160
11, 1443, 917, transportation_name, 12, 160
11, 1443, 917, water, 6, 160
11, 1443, 917, aeroway, 4, 160
11, 1443, 917, aerodrome_label, 1, 160
11, 1443, 917, landuse, 58, 160
11, 1443, 917, landcover, 18, 160
11, 1443, 917, mountain_peak, 1, 160
11, 1443, 916, place, 87, 826
11, 1443, 916, boundary, 1, 826
11, 1443, 916, waterway, 6, 826
11, 1443, 916, transportation, 53, 826
11, 1443, 916, transportation_name, 18, 826
11, 1443, 916, water, 39, 826
11, 1443, 916, aeroway, 7, 826
11, 1443, 916, landuse, 533, 826
11, 1443, 916, landcover, 77, 826
11, 1443, 916, mountain_peak, 5, 826
11, 1443, 915, place, 13, 268
11, 1443, 915, boundary, 1, 268
11, 1443, 915, waterway, 3, 268
11, 1443, 915, transportation, 37, 268
11, 1443, 915, transportation_name, 20, 268
11, 1443, 915, water, 27, 268
11, 1443, 915, landuse, 129, 268
11, 1443, 915, landcover, 36, 268
11, 1443, 915, mountain_peak, 2, 268
11, 1443, 914, place, 19, 99
11, 1443, 914, boundary, 1, 99
11, 1443, 914, waterway, 2, 99
11, 1443, 914, transportation, 4, 99
11, 1443, 914, water, 11, 99
11, 1443, 914, aeroway, 1, 99
11, 1443, 914, landuse, 45, 99
11, 1443, 914, landcover, 16, 99
11, 1443, 913, boundary, 1, 11
11, 1443, 913, waterway, 2, 11
11, 1443, 913, transportation, 2, 11
11, 1443, 913, water, 3, 11
11, 1443, 913, landcover, 3, 11
11, 1443, 912, boundary, 1, 1
11, 1444, 920, boundary, 1, 2
11, 1444, 920, landcover, 1, 2
11, 1444, 919, place, 4, 70
11, 1444, 919, boundary, 2, 70
11, 1444, 919, transportation, 15, 70
11, 1444, 919, transportation_name, 5, 70
11, 1444, 919, water, 13, 70
11, 1444, 919, landuse, 24, 70
11, 1444, 919, landcover, 7, 70
11, 1444, 918, place, 25, 147
11, 1444, 918, boundary, 2, 147
11, 1444, 918, waterway, 4, 147
11, 1444, 918, transportation, 16, 147
11, 1444, 918, transportation_name, 7, 147
11, 1444, 918, water, 20, 147
11, 1444, 918, landuse, 46, 147
11, 1444, 918, landcover, 25, 147
11, 1444, 918, mountain_peak, 2, 147
11, 1444, 917, place, 27, 218
11, 1444, 917, boundary, 1, 218
11, 1444, 917, waterway, 2, 218
11, 1444, 917, transportation, 25, 218
11, 1444, 917, transportation_name, 32, 218
11, 1444, 917, water, 25, 218
11, 1444, 917, park, 1, 218
11, 1444, 917, landuse, 65, 218
11, 1444, 917, landcover, 40, 218
11, 1444, 916, place, 60, 897
11, 1444, 916, boundary, 1, 897
11, 1444, 916, waterway, 5, 897
11, 1444, 916, transportation, 51, 897
11, 1444, 916, transportation_name, 73, 897
11, 1444, 916, water, 30, 897
11, 1444, 916, aeroway, 110, 897
11, 1444, 916, aerodrome_label, 2, 897
11, 1444, 916, landuse, 500, 897
11, 1444, 916, landcover, 65, 897
11, 1444, 915, place, 7, 107
11, 1444, 915, boundary, 1, 107
11, 1444, 915, waterway, 4, 107
11, 1444, 915, transportation, 20, 107
11, 1444, 915, transportation_name, 4, 107
11, 1444, 915, water, 19, 107
11, 1444, 915, landuse, 40, 107
11, 1444, 915, landcover, 12, 107
11, 1444, 914, place, 8, 98
11, 1444, 914, boundary, 1, 98
11, 1444, 914, waterway, 5, 98
11, 1444, 914, transportation, 10, 98
11, 1444, 914, transportation_name, 3, 98
11, 1444, 914, water, 17, 98
11, 1444, 914, landuse, 40, 98
11, 1444, 914, landcover, 14, 98
11, 1444, 913, boundary, 1, 8
11, 1444, 913, waterway, 2, 8
11, 1444, 913, transportation, 3, 8
11, 1444, 913, transportation_name, 1, 8
11, 1444, 913, landcover, 1, 8
11, 1444, 912, boundary, 1, 2
11, 1444, 912, waterway, 1, 2
11, 1445, 920, boundary, 1, 1
11, 1445, 919, place, 8, 52
11, 1445, 919, boundary, 2, 52
11, 1445, 919, waterway, 2, 52
11, 1445, 919, transportation, 10, 52
11, 1445, 919, transportation_name, 3, 52
11, 1445, 919, water, 3, 52
11, 1445, 919, landuse, 17, 52
11, 1445, 919, landcover, 7, 52
11, 1445, 918, place, 19, 102
11, 1445, 918, boundary, 2, 102
11, 1445, 918, waterway, 2, 102
11, 1445, 918, transportation, 14, 102
11, 1445, 918, transportation_name, 4, 102
11, 1445, 918, water, 13, 102
11, 1445, 918, landuse, 25, 102
11, 1445, 918, landcover, 23, 102
11, 1445, 917, place, 16, 107
11, 1445, 917, boundary, 1, 107
11, 1445, 917, waterway, 1, 107
11, 1445, 917, transportation, 25, 107
11, 1445, 917, transportation_name, 9, 107
11, 1445, 917, water, 13, 107
11, 1445, 917, landuse, 25, 107
11, 1445, 917, landcover, 16, 107
11, 1445, 917, mountain_peak, 1, 107
11, 1445, 916, place, 14, 123
11, 1445, 916, boundary, 1, 123
11, 1445, 916, waterway, 3, 123
11, 1445, 916, transportation, 16, 123
11, 1445, 916, transportation_name, 6, 123
11, 1445, 916, water, 7, 123
11, 1445, 916, landuse, 37, 123
11, 1445, 916, landcover, 39, 123
11, 1445, 915, place, 11, 86
11, 1445, 915, boundary, 1, 86
11, 1445, 915, waterway, 4, 86
11, 1445, 915, transportation, 12, 86
11, 1445, 915, transportation_name, 3, 86
11, 1445, 915, water, 18, 86
11, 1445, 915, landuse, 31, 86
11, 1445, 915, landcover, 6, 86
11, 1445, 914, place, 5, 62
11, 1445, 914, boundary, 1, 62
11, 1445, 914, waterway, 2, 62
11, 1445, 914, transportation, 6, 62
11, 1445, 914, water, 6, 62
11, 1445, 914, landuse, 40, 62
11, 1445, 914, landcover, 2, 62
11, 1445, 913, boundary, 2, 9
11, 1445, 913, waterway, 2, 9
11, 1445, 913, transportation, 3, 9
11, 1445, 913, water, 2, 9
11, 1445, 912, boundary, 2, 3
11, 1445, 912, waterway, 1, 3
11, 1446, 920, boundary, 1, 1
11, 1446, 919, place, 1, 63
11, 1446, 919, boundary, 2, 63
11, 1446, 919, waterway, 2, 63
11, 1446, 919, transportation, 11, 63
11, 1446, 919, transportation_name, 6, 63
11, 1446, 919, water, 4, 63
11, 1446, 919, landuse, 28, 63
11, 1446, 919, landcover, 9, 63
11, 1446, 918, place, 6, 97
11, 1446, 918, boundary, 1, 97
11, 1446, 918, waterway, 1, 97
11, 1446, 918, transportation, 13, 97
11, 1446, 918, transportation_name, 3, 97
11, 1446, 918, water, 12, 97
11, 1446, 918, landuse, 56, 97
11, 1446, 918, landcover, 5, 97
11, 1446, 917, place, 9, 51
11, 1446, 917, boundary, 1, 51
11, 1446, 917, transportation, 15, 51
11, 1446, 917, transportation_name, 4, 51
11, 1446, 917, water, 8, 51
11, 1446, 917, landuse, 11, 51
11, 1446, 917, landcover, 3, 51
11, 1446, 916, place, 11, 82
11, 1446, 916, boundary, 1, 82
11, 1446, 916, waterway, 2, 82
11, 1446, 916, transportation, 10, 82
11, 1446, 916, transportation_name, 2, 82
11, 1446, 916, water, 14, 82
11, 1446, 916, landuse, 28, 82
11, 1446, 916, landcover, 14, 82
11, 1446, 915, place, 12, 122
11, 1446, 915, boundary, 1, 122
11, 1446, 915, waterway, 1, 122
11, 1446, 915, transportation, 15, 122
11, 1446, 915, transportation_name, 3, 122
11, 1446, 915, water, 14, 122
11, 1446, 915, landuse, 66, 122
11, 1446, 915, landcover, 10, 122
11, 1446, 914, place, 7, 86
11, 1446, 914, boundary, 2, 86
11, 1446, 914, waterway, 2, 86
11, 1446, 914, transportation, 9, 86
11, 1446, 914, transportation_name, 2, 86
11, 1446, 914, water, 11, 86
11, 1446, 914, landuse, 43, 86
11, 1446, 914, landcover, 10, 86
11, 1446, 913, boundary, 2, 8
11, 1446, 913, waterway, 1, 8
11, 1446, 913, transportation, 3, 8
11, 1446, 913, transportation_name, 1, 8
11, 1446, 913, water, 1, 8
11, 1446, 912, boundary, 2, 2
11, 1447, 920, boundary, 1, 1
11, 1447, 919, place, 5, 35
11, 1447, 919, boundary, 2, 35
11, 1447, 919, waterway, 1, 35
11, 1447, 919, transportation, 7, 35
11, 1447, 919, transportation_name, 2, 35
11, 1447, 919, water, 1, 35
11, 1447, 919, landuse, 16, 35
11, 1447, 919, landcover, 1, 35
11, 1447, 918, place, 5, 41
11, 1447, 918, boundary, 1, 41
11, 1447, 918, waterway, 1, 41
11, 1447, 918, transportation, 6, 41
11, 1447, 918, transportation_name, 1, 41
11, 1447, 918, water, 12, 41
11, 1447, 918, landuse, 13, 41
11, 1447, 918, landcover, 2, 41
11, 1447, 917, place, 9, 77
11, 1447, 917, boundary, 1, 77
11, 1447, 917, transportation, 12, 77
11, 1447, 917, transportation_name, 9, 77
11, 1447, 917, water, 15, 77
11, 1447, 917, landuse, 21, 77
11, 1447, 917, landcover, 10, 77
11, 1447, 916, place, 9, 60
11, 1447, 916, boundary, 2, 60
11, 1447, 916, waterway, 2, 60
11, 1447, 916, transportation, 9, 60
11, 1447, 916, transportation_name, 1, 60
11, 1447, 916, water, 7, 60
11, 1447, 916, landuse, 12, 60
11, 1447, 916, landcover, 18, 60
11, 1447, 915, place, 15, 72
11, 1447, 915, boundary, 2, 72
11, 1447, 915, waterway, 1, 72
11, 1447, 915, transportation, 8, 72
